metric_key,metric_label,category,period,region_scope,region_name,value,unit,source_type,source_document,retrieval_date
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,KANTON,Aargau,103150,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,SCHWEIZ,Schweiz,1019455,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,GEMEINDE,Baden,133,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,MS_REGION,MS-Region Baden,501,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,KANTON,Aargau,3320,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,SCHWEIZ,Schweiz,40664,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,GEMEINDE,Baden,2,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,MS_REGION,MS-Region Baden,33,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,KANTON,Aargau,576,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,SCHWEIZ,Schweiz,5517,COUNT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,GEMEINDE,Baden,0.8,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,MS_REGION,MS-Region Baden,1.0,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,KANTON,Aargau,1.4,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,SCHWEIZ,Schweiz,1.1,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,GEMEINDE,Baden,0.6,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,MS_REGION,MS-Region Baden,0.5,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,KANTON,Aargau,0.8,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,SCHWEIZ,Schweiz,0.7,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Baden,4.5,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Baden,3.6,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,3.7,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,3.6,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Baden,2.5,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Baden,2.9,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,3.4,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,3.9,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Baden,1.3,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Baden,1.3,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,1.9,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,2.9,PCT,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,2320,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,1020,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,400,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,2500,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,1940,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,1010,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,3290,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,2750,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,2100,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,1670,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,1430,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,700,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,1960,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,1900,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,1260,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Baden,2570,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Baden,2770,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,2180,CHF_M2,LICENSED_WUEST,baden-ag-standortinformation-2026-07-31.pdf,2026-07-31
