metric_key,metric_label,category,period,region_scope,region_name,value,unit,source_type,source_document,retrieval_date
condo_unit_stock,Eigentumswohnungsbestand,IMMOBILIENBESTAND,2024,KANTON,Aargau,63381,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
condo_unit_stock,Eigentumswohnungsbestand,IMMOBILIENBESTAND,2024,SCHWEIZ,Schweiz,977638,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,GEMEINDE,Wohlen (AG),2215,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,MS_REGION,MS-Region Freiamt,12142,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,KANTON,Aargau,103150,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
house_stock,Einfamilienhausbestand,IMMOBILIENBESTAND,2024,SCHWEIZ,Schweiz,1019455,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,GEMEINDE,Wohlen (AG),98,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,MS_REGION,MS-Region Freiamt,407,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,KANTON,Aargau,3320,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_units_per_year_avg3y,"Neu erstellte Wohnungen pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,SCHWEIZ,Schweiz,40664,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,GEMEINDE,Wohlen (AG),6,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,MS_REGION,MS-Region Freiamt,69,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,KANTON,Aargau,576,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
new_houses_per_year_avg3y,"Neu erstellte Einfamilienhäuser pro Jahr, Mittel 3 Jahre",IMMOBILIENBESTAND,2023,SCHWEIZ,Schweiz,5517,COUNT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,GEMEINDE,Wohlen (AG),1.8,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,MS_REGION,MS-Region Freiamt,1.1,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,KANTON,Aargau,1.4,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_mfh_pct,Mehrfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,SCHWEIZ,Schweiz,1.1,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,GEMEINDE,Wohlen (AG),0.6,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,MS_REGION,MS-Region Freiamt,0.7,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,KANTON,Aargau,0.8,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
vacancy_efh_pct,Einfamilienhäuser: Wohnungsleerstand,LEERSTAND,2025,SCHWEIZ,Schweiz,0.7,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Wohlen (AG),3.0,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Freiamt,3.3,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,3.7,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_rent_pct,Mietwohnungen: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,3.6,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Wohlen (AG),3.6,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Freiamt,3.1,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,3.4,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_condo_pct,Eigentumswohnungen: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,3.9,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,GEMEINDE,Wohlen (AG),2.6,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,MS_REGION,MS-Region Freiamt,1.8,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,KANTON,Aargau,1.9,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
listing_ratio_house_pct,Einfamilienhäuser: Angebotsquote,LEERSTAND,2026/2,SCHWEIZ,Schweiz,2.9,PCT,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),1080,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,390,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p10_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,400,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),1170,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,830,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p50_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,1010,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),1460,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,1390,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_mfh_high_density_p90_chf_m2,"MFH-Bauland hohe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,2100,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),970,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,870,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p10_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 10%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,700,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),1270,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,1270,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p50_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 50%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,1260,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,GEMEINDE,Wohlen (AG),1810,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,MS_REGION,MS-Region Freiamt,1880,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
land_price_efh_low_density_p90_chf_m2,"EFH-Bauland tiefe Ausnützungsziffer, 90%-Quantil (Residualmethode)",BAULANDPREISE,2025/2,KANTON,Aargau,2180,CHF_M2,LICENSED_WUEST,wohlen-ag-standortinformation-2026-08-05.pdf,2026-08-05
